input_text,target_text
wmpromosikan,mempromosikan
loewat,lewat
opalembang,palembang
uidtemui,ditemui
wesnat,senat
ebrkata,berkata
insel,ponsel
erbalih,beralih
rden,raden
okalis,vokalis
oalestina,palestina
qaama,agama
wiayat,riwayat
qadura,madura
uaryawan,karyawan
epoduk,produk
ekmatiannya,kematiannya
wenam,keenam
eabat,kerabat
weklima,kelima
yasionalis,nasionalis
wemngajarkan,mengajarkan
wnyerap,menyerap
mbakan,tembakan
hnenek,nenek
uirikulum,kurikulum
eeartemen,departemen
qalinya,kalinya
uining,kuning
weana,dana
plikasi,aplikasi
bru,baru
irmor,timor
yrinya,harinya
jmmbebaskan,membebaskan
werndah,rendah
rtiap,tiap
qsedikit,sedikit
oposedur,prosedur
rkus,fokus
anggilan,panggilan
rtrbuat,terbuat
ebkenaran,kebenaran
wemntal,mental
necana,rencana
ohan,lahan
sitana,istana
eolabuhan,pelabuhan
qajwab,jawab
eiduanya,keduanya
aplembang,palembang
iustru,justru
etkat,ketat
wtnggara,tenggara
wenikmati,menikmati
snat,senat
iagi,lagi
uoksigen,oksigen
ukomunikasi,komunikasi
tyuskup,uskup
wengaturan,pengaturan
ioenyebab,penyebab
wsurabaya,surabaya
qmndiri,mandiri
raian,tarian
yasi,usai
ujmenyebutkan,menyebutkan
jnyetujui,menyetujui
rtikel,artikel
nederita,menderita
mbil,mobil
uikain,kain
yhilang,hilang
swekaligus,sekaligus
jjak,jejak
wtrsisa,tersisa
yhstoris,historis
ytp,http
uenjawab,menjawab
psifik,pasifik
gtugus,gugus
uenyebabkan,menyebabkan
utampilkan,ditampilkan
qlgi,lagi
qlpisan,lapisan
uwmur,sumur
tyhubungannya,hubungannya
qwaah,wadah
ablai,balai
iobat,obat
uetnam,vietnam
enpambahan,penambahan
auplus,paulus
tyyasan,yayasan
readiasi,radiasi
qwsayuran,sayuran
ebruari,februari
embawa,pembawa
qamanya,namanya
wengarang,pengarang
uanuari,januari
uiategori,kategori
wiam,diam
usngai,sungai
gdan,badan
ngain,angin
jenghilangkan,menghilangkan
waya,saya
itak,otak
peorasional,operasional
weiturunkan,diturunkan
gbiunya,ibunya
ejmperlihatkan,memperlihatkan
wdilarang,dilarang
lonten,konten
uihat,lihat
naglima,panglima
tgbaik,baik
wetkanan,tekanan
ipertanyaan,pertanyaan
qwlayah,wilayah
ulometer,kilometer
edewi,dewi
oliran,aliran
yupncak,puncak
naan,kanan
empmeroleh,memperoleh
epaktik,praktik
uisklus,siklus
qarmbut,rambut
etkiganya,ketiganya
udisi,diisi
ebasil,brasil
loepas,lepas
swtasiun,stasiun
aeb,web
iebesarkan,dibesarkan
ujmenganggap,menganggap
rerlihat,terlihat
amtan,mantan
uivetnam,vietnam
qwsegmen,segmen
awtawan,wartawan
rtkang,tukang
jria,maria
ukilometer,kilometer
ujengakibatkan,mengakibatkan
gbrharap,berharap
mwp,smp
ailender,kalender
waama,agama
iolaba,laba
rtrjual,terjual
qwaktu,waktu
wessungguhnya,sesungguhnya
wkluarga,keluarga
ikediri,kediri
jmenangkap,menangkap
iph,ph
ingkatan,singkatan
ynormal,normal
ukrang,kurang
etrus,terus
wrah,arah
ioplandia,polandia
mjuda,muda
omkbinasi,kombinasi
yakar,bakar
yhiir,hilir
epmeran,pemeran
ojdern,modern
nijaman,pinjaman
wktris,aktris
aqtap,atap
ilima,lima
uenginginkan,menginginkan
waustralia,australia
uikemudian,kemudian
qwsutradara,sutradara
relur,telur
irnal,final
uhndia,hindia
opidato,pidato
rlah,telah
mengaruhi,memengaruhi
jmtaram,mataram
erop,top
oaktik,praktik
wsesudah,sesudah
eaa,saja
lmah,lemah
wnekankan,menekankan
pars,paris
tgbait,bait
eomeriksaan,pemeriksaan
ahunan,tahunan
eeman,teman
welarikan,melarikan
iisah,kisah
rensus,sensus
ubln,bulan
wnbula,nebula
baliknya,sebaliknya
umain,main
qayi,bayi
opriwisata,pariwisata
eds,sd
opluncuran,peluncuran
bk,buku
ermusak,merusak
ioaba,laba
rtgorontalo,gorontalo
ewkonomi,ekonomi
iserahkan,diserahkan
endapatkan,mendapatkan
wqalternatif,alternatif
ayyasan,yayasan
yru,guru
yudkungan,dukungan
kieterangan,keterangan
qwsurya,surya
wrawatan,perawatan
maur,jamur
qacaman,ancaman
nuo,kuno
ioptensial,potensial
weskipun,meskipun
mjei,mei
rsri,seri
uebun,kebun
jsa,sma
jelahirkan,melahirkan
oami,alami
ypnya,punya
rbatas,terbatas
errhubung,terhubung
uakaknya,kakaknya
uelewati,melewati
uionghoa,tionghoa
etsuju,setuju
wosiasi,asosiasi
qamosfer,atmosfer
rlisan,tulisan
qkmbing,kambing
onurunan,penurunan
neempatkan,menempatkan
swah,sah
wengusaha,pengusaha
wrukun,rukun
ioenasihat,penasihat
rebelah,sebelah
poaul,paul
mdah,mudah
ioperkiraan,perkiraan
huammad,muhammad
iilometer,kilometer
eomerintahan,pemerintahan
hat,bait
reendah,rendah
eberhasilan,keberhasilan
poenyelenggaraan,penyelenggaraan
nai,anti
ukudus,kudus
yjadwal,jadwal
cdincin,cincin
bgerkedudukan,berkedudukan
qwanta,santa
opengawasan,pengawasan
yuruh,buruh
rungsi,fungsi
yursak,rusak
ierja,kerja
qwagsa,wangsa
rotpis,tropis
oaar,pasar
ehnry,henry
akn,yakin
uiah,suriah
iusun,disusun
ioingkaran,lingkaran
mjassa,massa
olaksana,pelaksana
apjang,panjang
ikimia,kimia
wmnyelamatkan,menyelamatkan
iasti,pasti
wenjelang,menjelang
gtaris,garis
oopulasi,populasi
brani,ibrani
ynusantara,nusantara
iopublik,publik
wrdua,berdua
weplanggan,pelanggan
odak,tidak
imbali,kembali
wqadipati,adipati
ipalestina,palestina
ilapis,lapis
pngakuan,pengakuan
tbuddha,buddha
smter,master
ujaupun,maupun
wikembangkan,dikembangkan
omninasi,nominasi
qwetempat,setempat
yuruf,huruf
gbahasa,bahasa
ysasana,suasana
mokrat,demokrat
qakohol,alkohol
rransportasi,transportasi
ednding,dinding
ukhas,khas
gl,gol
ioeh,oleh
wemi,demi
qathu,tahu
wemngundang,mengundang
uibma,bima
embmatasi,membatasi
wtrkemuka,terkemuka
qdya,daya
uidividu,individu
itanya,kotanya
mnuman,minuman
enmgatasi,mengatasi
ipenyiaran,penyiaran
ubangun,dibangun
leajaran,pelajaran
eskadaran,kesadaran
wesgmen,segmen
erupaya,berupaya
edoklat,coklat
eskalahan,kesalahan
eortunjukan,pertunjukan
brguna,berguna
or,roh
yangga,tangga
erbtugas,bertugas
olntai,lantai
wepnelitian,penelitian
eaan,awan
ikrdinal,kardinal
poenyanyi,penyanyi
qfat,wafat
ynstrumen,instrumen
jemungkinkan,memungkinkan
wwisatawan,wisatawan
jenyadari,menyadari
traa,rata
uenyusun,menyusun
eikat,dekat
rtarian,tarian
rkurang,berkurang
jeumlah,sejumlah
upncak,puncak
hagin,angin
eltuk,teluk
qalboratorium,laboratorium
hyidrogen,hidrogen
weasarnya,dasarnya
wigelar,digelar
rtgrup,grup
erjalanan,perjalanan
erempat,tempat
qmsjid,masjid
ngsa,wangsa
osen,dosen
qmterial,material
rejalan,berjalan
wuasana,suasana
ukebun,kebun
jrni,murni
iht,hot
acaman,ancaman
ihndia,hindia
mnghilangkan,menghilangkan
rkistal,kristal
qanan,kanan
et,tes
dpat,dapat
ublt,bulat
ejlanjutkan,melanjutkan
edcapai,dicapai
iockelat,cokelat
ylisan,tulisan
kiekuasaannya,kekuasaannya
tgertarung,bertarung
mrpun,rumpun
tbin,bin
uiunci,kunci
encana,bencana
endekatan,pendekatan
rgaram,garam
ekjadian,kejadian
qlib,salib
wwali,wali
sntitusi,institusi
eoduser,produser
ienyanyikan,dinyanyikan
aslng,saling
yuaha,usaha
ntor,kantor
iopenyelenggaraan,penyelenggaraan
gvrus,virus
emperintah,pemerintah
sui,isu
wejlas,jelas
ysper,super
eredit,kredit
jengembalikan,mengembalikan
wrdiri,berdiri
ipermukiman,permukiman
opetani,petani
qaaknya,anaknya
awha,bahwa
ererbakar,terbakar
eprekonomian,perekonomian
ipembelajaran,pembelajaran
uidsajikan,disajikan
jmenyanyi,menyanyi
uangka,jangka
rtrjadi,terjadi
outri,putri
ng,gen
lami,alami
etrhadap,terhadap
ioimpiade,olimpiade
ehsari,sehari
ejnghargai,menghargai
rtpi,tepi
hdi,jadi
epmeriksaan,pemeriksaan
qnajemen,manajemen
wsin,mesin
ipelanggan,pelanggan
osesifik,spesifik
einta,meminta
swtaf,staf
qarakteristik,karakteristik
rgampong,gampong
iolonial,kolonial
wqd,ad
ejmegang,memegang
fvokalis,vokalis
ipanjang,panjang
gtelombang,gelombang
opngajar,pengajar
qnita,wanita
rm,tom
egang,dagang
yalnya,halnya
reistiwa,peristiwa
qenam,enam
uenetapkan,menetapkan
aympak,tampak
whbat,hebat
qwpisode,episode
edmis,medis
deisiarkan,disiarkan
wmnyebabkan,menyebabkan
wusana,suasana
swekolah,sekolah
hndangan,undangan
eepat,cepat
paat,rapat
aqdah,wadah
polam,kolam
rtari,tari
edimaksudkan,dimaksudkan
qor,amor
rkisis,krisis
akeologi,arkeologi
weesar,sebesar
ypsat,pusat
tbuku,buku
mjengacu,mengacu
eioperasikan,dioperasikan
webras,beras
myumnya,umumnya
almaysia,malaysia
lbih,lebih
eisenian,kesenian
ipenggemar,penggemar
adsr,dasar
hda,dna
wertentangan,bertentangan
opnyanyi,penyanyi
wdinamakan,dinamakan
emkungkinan,kemungkinan
aqartawan,wartawan
ieroleh,diperoleh
ikasar,kasar
tatalyon,batalyon
iartikel,partikel
mngajukan,mengajukan
erung,ruang
uilah,itulah
jmngejar,mengejar
iunformasi,informasi
uunik,unik
tgergantung,bergantung
eonulisan,penulisan
eur,tur
hyindi,hindi
eracangan,rancangan
enmcari,mencari
hyaji,haji
yhan,ban
haun,tahun
wengakibatkan,mengakibatkan
yusai,usai
trkadang,terkadang
rfilsafat,filsafat
rtali,tali
gerbentuk,berbentuk
ijliter,militer
wembuktikan,membuktikan
wsipil,sipil
errlebih,terlebih
oimordial,primordial
repustakaan,perpustakaan
ioartai,partai
poesantren,pesantren
wsedangkan,sedangkan
wqsli,asli
rinir,marinir
qwebagai,sebagai
ryek,proyek
iolri,polri
ajkin,makin
uumat,jumat
uiesalahan,kesalahan
gbekerja,bekerja
elainkan,melainkan
oilometer,kilometer
werumpun,rumpun
ombangunan,pembangunan
iolot,pilot
emungkinan,kemungkinan
wstimewa,istimewa
rgatis,gratis
sekor,seekor
rewakilan,perwakilan
enjadikan,menjadikan
pacara,upacara
jk,hak
ursiko,risiko
tgbersih,bersih
qsusu,susu
qkrya,karya
yada,nada
rtgenre,genre
jmmicu,memicu
iopoin,poin
suuf,yusuf
iepaksa,dipaksa
jmnyelenggarakan,menyelenggarakan
poola,pola
gorgia,georgia
etanggung,tanggung
erminal,terminal
jmkin,makin
qartikel,artikel
rerajat,derajat
eont,front
erasil,brasil
eqb,web
niternal,internal
talia,italia
rfvolume,volume
webrlokasi,berlokasi
lul,lalu
tausan,ratusan
wemberi,memberi
ipelaksana,pelaksana
iopria,pria
emngoperasikan,mengoperasikan
gbsnis,bisnis
erransmisi,transmisi
ikejuaraan,kejuaraan
jmitra,mitra
uoposisi,oposisi
euanya,tuanya
ikotober,oktober
uioin,koin
idtampilkan,ditampilkan
tgeorgia,georgia
qwedia,swedia
smangat,semangat
iove,love
rtmur,timur
aontai,lantai
ssunan,susunan
aksamana,laksamana
ielajaran,pelajaran
rfbruari,februari
poati,pati
kempat,keempat
wqyat,ayat
mjuara,muara
aamat,alamat
yujantung,jantung
gnjar,banjar
apg,pagi
uikristal,kristal
weajiban,kewajiban
emnit,menit
uidmensi,dimensi
imunikasi,komunikasi
wqadalah,adalah
wseia,setia
ewkutu,sekutu
ioenjara,penjara
mlik,milik
butuhan,kebutuhan
lhan,lahan
uikecamatan,kecamatan
teragama,beragama
ebrlaku,berlaku
pkalisi,koalisi
waksi,saksi
jnat,minat
iktivis,aktivis
wkkurangan,kekurangan
rbaliknya,sebaliknya
hagkatan,angkatan
wdilakukan,dilakukan
dji,jadi
moersial,komersial
beun,kebun
yuerman,jerman
wenghadapi,menghadapi
qtaf,staf
iedokteran,kedokteran
inb,bin
tgberada,berada
ilkan,iklan
eskali,sekali
ipadang,padang
udjul,judul
usr,sir
mjengundurkan,mengundurkan
brsa,bursa
eneruskan,meneruskan
tsudio,studio
wepngambilan,pengambilan
rgaentina,argentina
gional,regional
yeras,beras
ipraktik,praktik
iorogram,program
tbarang,barang
ii,isi
hrat,barat
jmenyerah,menyerah
qsebaliknya,sebaliknya
salaupun,walaupun
gturun,gurun
tersaudara,bersaudara
imite,komite
wusia,rusia
wprusahaan,perusahaan
erh,roh
gelum,belum
ulnak,lunak
hjing,anjing
swamudera,samudera
umenyerah,menyerah
jenyaksikan,menyaksikan
wqw,w
adging,daging
erbtemu,bertemu
grarti,berarti
usklus,siklus
mndirikan,mendirikan
opura,pura
idbandingkan,dibandingkan
jnil,injil
wtntara,tentara
ukaitkan,dikaitkan
erkedudukan,berkedudukan
ujalur,jalur
wemnyimpan,menyimpan
hyulu,hulu
wew,rw
mmbedakan,membedakan
ioarlemen,parlemen
ekmajuan,kemajuan
hternasional,internasional
qnusia,manusia
ikesultanan,kesultanan
ewlaku,selaku
uyjan,hujan
edipakai,dipakai
ielabuhan,pelabuhan
gbasil,brasil
direbon,cirebon
wngalaman,pengalaman
waustria,austria
uuri,juri
edrektur,direktur
ikpadatan,kepadatan
tgagal,gagal
jndapat,mendapat
ilpihan,pilihan
nding,dinding
cditra,citra
ojyang,moyang
ajmelis,majelis
yambahan,tambahan
gsi,besi
alpestina,palestina
imuwan,ilmuwan
umaat,jemaat
brjalan,berjalan
wekbanyakan,kebanyakan
wngara,negara
dckelat,cokelat
wscara,secara
yula,gula
jasjid,masjid
orsonel,personel
eormasalahan,permasalahan
bojek,objek
ksenario,skenario
untang,bintang
idia,india
oar,luar
brlaku,berlaku
tqas,atas
rmpur,tempur
wmbawakan,membawakan
wbebasan,kebebasan
rnjata,senjata
rtaitu,yaitu
wqajaran,ajaran
wasian,asian
ujerusak,merusak
oetunjuk,petunjuk
eduk,duduk
rmukaan,permukaan
atda,data
ir,sir
uikedalaman,kedalaman
qejarah,sejarah
iokntemporer,kontemporer
pklom,kolom
ursi,kursi
wbrkebangsaan,berkebangsaan
baidah,ibadah
gtejala,gejala
uematiannya,kematiannya
weklas,kelas
qagari,nagari
snto,santo
wpcahan,pecahan
aeratan,daratan
wdata,data
earang,sekarang
ioingkungan,lingkungan
qmpuran,campuran
eplaksanaan,pelaksanaan
qalgi,lagi
jnikmati,menikmati
wsaat,saat
oolen,polen
msyarakat,masyarakat
grani,ibrani
qementara,sementara
ioendidikan,pendidikan
dtempatkan,ditempatkan
wedidasarkan,didasarkan
mmandang,memandang
wsurat,surat
tgban,ban
oulus,lulus
wkputusan,keputusan
wemmbunuh,membunuh
idcapai,dicapai
ioimpinan,pimpinan
ertkemuka,terkemuka
wumania,rumania
yndia,india
qagung,agung
meacam,semacam
ruutan,urutan
htas,batas
wekmbali,kembali
typaya,upaya
enggara,tenggara
ajlaysia,malaysia
iura,pura
rpovinsi,provinsi
ioada,pada
opadang,padang
qlyanan,layanan
qabtalyon,batalyon
wetrlebih,terlebih
qwjib,wajib
umuat,jumat
umemainkan,memainkan
wsituasi,situasi
qsama,sama
ufsika,fisika
gerdarah,berdarah
qsudah,sudah
edtujukan,ditujukan
webgonia,begonia
juuh,tujuh
weibentuk,dibentuk
imneral,mineral
eyngah,tengah
iermainan,permainan
oau,paru
umengacu,mengacu
iofrmula,formula
ias,alias
dpanggil,dipanggil
eulis,tulis
yusa,nusa
qarinya,harinya
ekali,sekali
yatang,batang
bma,bima
eluncurkan,meluncurkan
wsfat,sifat
oerekonomian,perekonomian
ikebutuhan,kebutuhan
ejngumpulkan,mengumpulkan
wsifat,sifat
qya,jaya
eeor,seekor
riistus,kristus
okrps,korps
oejuang,pejuang
mmbuat,membuat
wbut,debut
emada,armada
yerlokasi,berlokasi
eada,kepada
adhir,hadir
apsti,pasti
rfederal,federal
kntroversi,kontroversi
qpal,kapal
openjualan,penjualan
empilihan,pemilihan
qnuari,januari
wrisiko,risiko
iorodusen,produsen
reakhir,berakhir
enpgajar,pengajar
njung,tanjung
bgersaing,bersaing
ija,ma
iperalatan,peralatan
qastuan,satuan
uitinggalkan,ditinggalkan
ikebijakan,kebijakan
ioeluhur,leluhur
enambahan,penambahan
deua,kedua
grukuran,berukuran
flsafat,filsafat
mnangkabau,minangkabau
rbasis,berbasis
edrama,drama
uklan,iklan
remaisuri,permaisuri
uidjual,dijual
hnsa,nusa
ioaksamana,laksamana
qwsaya,saya
aali,ali
mmproduksi,memproduksi
ukeju,keju
hdili,chili
emnjaga,menjaga
spuluh,sepuluh
kdng,kadang
tberbahaya,berbahaya
yudul,judul
ioperikanan,perikanan
wesbesar,sebesar
jmanfaat,manfaat
iwklus,siklus
revariasi,bervariasi
uisi,puisi
gkan,bukan
ertukang,tukang
wmndukung,mendukung
emlaksanakan,melaksanakan
olaih,alih
ujinyak,minyak
wrangka,kerangka
uka,kuba
epibumi,pribumi
frilsafat,filsafat
eeksi,reaksi
openemuan,penemuan
wsecara,secara
rfase,fase
mjenara,menara
ima,lima
ajlah,malah
ieri,diberi
qklinya,kalinya
ebaca,dibaca
mqerika,amerika
kiulit,kulit
iala,kala
kmersial,komersial
qassi,asasi
likasi,aplikasi
bni,nabi
dngan,dengan
qpsukannya,pasukannya
tgergabung,bergabung
uifat,sifat
ikontrol,kontrol
eerhubung,terhubung
eomawi,romawi
broperasi,beroperasi
rangan,tangan
wmping,samping
ngundang,mengundang
wdfinisi,definisi
werktor,rektor
uiaret,karet
tira,citra
wekas,bekas
ahrga,harga
wimiliki,dimiliki
wereaksi,reaksi
qweiring,seiring
wmbap,lembap
kbudayaan,kebudayaan
qkhirnya,akhirnya
ioalat,lalat
ulkim,iklim
rspak,sepak
wetbal,tebal
wqargentina,argentina
baak,babak
ioklan,klan
eaerah,daerah
oedang,pedang
grencana,berencana
yelap,gelap
gaian,bagian
webrkisar,berkisar
rvariasi,bervariasi
wengawasan,pengawasan
tgandara,bandara
wekkaisaran,kekaisaran
eita,cita
ikln,klan
yutlisan,tulisan
gbuku,buku
uipntu,pintu
regala,segala
eprpustakaan,perpustakaan
jjelis,majelis
tmbar,gambar
wekbiasaan,kebiasaan
rtidur,tidur
dyara,udara
ilng,long
werbicara,berbicara
reharusnya,seharusnya
hnuiversitas,universitas
wdesain,desain
wendela,jendela
gncana,bencana
rhailand,thailand
juiwa,jiwa
wfinisi,definisi
ulub,klub
tbudaya,budaya
ejngakhiri,mengakhiri
onutup,penutup
qlinya,kalinya
ibungannya,hubungannya
qgnitudo,magnitudo
aing,siang
qwegmen,segmen
runalis,jurnalis
iytar,gitar
wtmannya,temannya
rmaja,remaja
hntuk,untuk
obaya,biaya
dul,abdul
rtng,tang
qtaram,mataram
taitu,yaitu
enyelenggarakan,menyelenggarakan
swari,sari
taa,atas
rst,set
efaktor,faktor
wmmbunuh,membunuh
edeain,desain
krena,karena
jmmberi,memberi
kdeta,kudeta
swengaja,sengaja
iokin,koin
weiperoleh,diperoleh
pngusaha,pengusaha
beenarnya,sebenarnya
swebuah,sebuah
wsimbol,simbol
idikuti,diikuti
ijrusan,jurusan
ioprovinsi,provinsi
gangunan,bangunan
indgin,dingin
sxm,cm
ioelatih,pelatih
iobleh,boleh
kiekuasaan,kekuasaan
wksual,seksual
utba,tiba
mjembuat,membuat
qasins,sains
ysn,sun
qwsurga,surga
ibdunuh,dibunuh
rguru,guru
ripmordial,primordial
ongusaha,pengusaha
efstival,festival
bgerhubungan,berhubungan
epmuda,pemuda
ipermintaan,permintaan
ebrbagai,berbagai
emnghancurkan,menghancurkan
erganisme,organisme
uengajarkan,mengajarkan
ulau,pulau
aikaknya,kakaknya
brmarkas,bermarkas
ajnfaat,manfaat
qsudara,saudara
esta,pesta
sweniman,seniman
ikesulitan,kesulitan
ujmelarang,melarang
ierusahaan,perusahaan
dya,daya
qademik,akademik
iliberal,liberal
umenggantikan,menggantikan
ujmewakili,mewakili
wedpok,depok
wertua,tertua
qasti,pasti
ujia,jika
wemnghancurkan,menghancurkan
torgia,georgia
qwsaling,saling
wemngklaim,mengklaim
irabat,kerabat
wekndali,kendali
epedator,predator
rtap,tiap
opengaruh,pengaruh
uidependen,independen
jmmbutuhkan,membutuhkan
okmedi,komedi
wtrtinggi,tertinggi
gagus,bagus
webrharap,berharap
lgaa,laga
ederhana,sederhana
qlngkah,langkah
bgerbahasa,berbahasa
gbrkas,berkas
erancam,terancam
uiftur,fitur
wmnggambarkan,menggambarkan
olurus,lurus
nedukung,mendukung
tberupa,berupa
wepningkatan,peningkatan
rtwaran,tawaran
wditambahkan,ditambahkan
weisiko,risiko
ujmain,main
aintor,kantor
umrid,murid
poakar,pakar
emmproduksi,memproduksi
ukelak,kelak
jtematika,matematika
yuustru,justru
rugsi,fungsi
qsunda,sunda
tbatang,batang
wersenjata,bersenjata
wemak,demak
qahlnya,halnya
ytar,gitar
epaya,supaya
emtal,mental
hiversal,universal
nyusul,menyusul
uisik,fisik
tilah,istilah
jnga,manga
oenting,penting
amlang,malang
tggal,gagal
edikuti,diikuti
wewan,hewan
wma,sma
trernyata,ternyata
iouteri,puteri
opacara,upacara
kiartu,kartu
mjuhammad,muhammad
tg,yg
uwnan,sunan
jmembuktikan,membuktikan
iydupnya,hidupnya
afmilia,familia
mjenyerupai,menyerupai
kiumpulan,kumpulan
emanfaatkan,dimanfaatkan
uila,bila
wudaranya,saudaranya
tresif,agresif
hnagkasa,angkasa
res,tes
ebat,berat
gberjalan,berjalan
miainkan,dimainkan
welmbap,lembap
oarah,parah
ongobatan,pengobatan
jmacam,macam
gaam,garam
rusuf,yusuf
ilemak,lemak
wsepanjang,sepanjang
bdan,badan
yujuri,juri
wnggota,anggota
ynduk,tanduk
udtulis,ditulis
jmenjawab,menjawab
encangan,rancangan
rtahanan,tahanan
uomunis,komunis
athi,hati
olestina,palestina
selas,kelas
uiandang,kandang
isode,episode
eanjung,tanjung
bgermarkas,bermarkas
ejpuang,pejuang
tbagi,bagi
ikadaan,keadaan
qnik,naik
ean,iran
qkkak,kakak
orbaikan,perbaikan
tberkata,berkata
ereatif,relatif
tencana,bencana
jmenyerupai,menyerupai
storis,historis
eorubahan,perubahan
engisahkan,mengisahkan
wktif,aktif
eemark,denmark
opunya,punya
yundo,indo
yindependen,independen
grkompetisi,berkompetisi
yhndu,hindu
rr,r
weat,senat
jmahal,mahal
iara,para
rpotes,protes
eumbuh,tumbuh
gerupa,berupa
egrikut,berikut
enpurunan,penurunan
iopalsu,palsu
mjengajak,mengajak
iak,naik
opntu,pintu
jmnjelaskan,menjelaskan
qwetiap,setiap
tfkta,fakta
enyair,penyair
ioonial,kolonial
wengalir,mengalir
wenjelajah,penjelajah
jngawali,mengawali
idterima,diterima
wreguler,reguler
nin,angin
wesnang,senang
yhenteng,benteng
qanggota,anggota
fvkal,vokal
praturan,peraturan
apgan,pangan
deibawa,dibawa
tyinggi,tinggi
iokndisi,kondisi
dau,dua
itris,aktris
qahu,tahu
oaru,paru
uibji,biji
yniversal,universal
sulim,muslim
yauran,sayuran
mngundang,mengundang
qamupun,maupun
jmenangkan,memenangkan
qsh,sah
ioperfilman,perfilman
tnerasi,generasi
gerikut,berikut
renikahan,pernikahan
yqat,ayat
wlandang,gelandang
poeraturan,peraturan
amrah,marah
yumslim,muslim
qwebagian,sebagian
eterancam,terancam
erbang,terbang
qeleksi,seleksi
yekanan,tekanan
jmmainkan,memainkan
uieuskupan,keuskupan
iutaran,putaran
opagkat,pangkat
eprhatian,perhatian
ove,love
rngaja,sengaja
ujmendarat,mendarat
weprserikatan,perserikatan
mskapai,maskapai
ilebar,lebar
brpusat,berpusat
tius,situs
jngirimkan,mengirimkan
uekuasaan,kekuasaan
qmta,mata
enmyediakan,menyediakan
arpis,paris
opengacara,pengacara
tgberbeda,berbeda
ikaar,kadar
trerhadap,terhadap
emmerintah,memerintah
qwsekaligus,sekaligus
qahdiah,hadiah
eimor,timor
weprkebunan,perkebunan
enurut,menurut
qsayangnya,sayangnya
eongganti,pengganti
enpaklukan,penaklukan
wseniman,seniman
ektif,efektif
embab,lembab
sionalis,nasionalis
ocang,kacang
kftor,faktor
yslam,islam
wdikatakan,dikatakan
wearipada,daripada
daa,adat
wenjabat,menjabat
ujeriam,meriam
ngadopsi,mengadopsi
ylr,ular
jmlanggar,melanggar
ndar,bandar
ob,wib
eratan,daratan
getina,betina
rets,tes
necakup,mencakup
jaster,master
oinvensi,konvensi
ikirim,dikirim
awnita,wanita
usdt,sudut
inlah,inilah
jenghubungkan,menghubungkan
deia,media
qntai,lantai
adpat,dapat
ibn,bin
eitra,citra
ipara,para
ersiko,risiko
oilot,pilot
eoringatan,peringatan
qasmpai,sampai
qabmbu,bambu
tgerharga,berharga
qdsarnya,dasarnya
iopasir,pasir
wemmaksa,memaksa
tberhubungan,berhubungan
ehukum,dihukum
opeluncuran,peluncuran
tburuh,buruh
iaan,asian
wuper,super
jhi,haji
ajria,maria
tgrak,gerak
krakteristik,karakteristik
rntral,sentral
edinamakan,dinamakan
qlaupun,walaupun
ykalifikasi,kualifikasi
uenyelenggarakan,menyelenggarakan
seudah,sesudah
esaran,besaran
openghargaan,penghargaan
wplaksana,pelaksana
wenyanyikan,menyanyikan
almam,malam
iopengunjung,pengunjung
tasdion,stadion
tyindu,hindu
akti,sakti
tbetina,betina
opiala,piala
jmlewati,melewati
enmdengar,mendengar
reintah,perintah
qakmar,kamar
tberganti,berganti
wsrangan,serangan
ym,ham
egrtahun,bertahun
tyubungan,hubungan
enampilkan,menampilkan
erani,berani
iktedral,katedral
umusuh,musuh
tykraina,ukraina
wermarkas,bermarkas
ecnderung,cenderung
awra,rawa
opelukis,pelukis
umemperkenalkan,memperkenalkan
gbn,bin
webrsih,bersih
wuat,surat
uysai,usai
gbiadah,ibadah
frenomena,fenomena
uiristal,kristal
jnyusul,menyusul
qanaman,tanaman
rerial,serial
eng,gen
rturan,aturan
pokasi,lokasi
ilonial,kolonial
mtor,motor
neentukan,menentukan
ipencaharian,pencaharian
uinternal,internal
itentuan,ketentuan
wusak,rusak
emai,damai
qweksual,seksual
uaret,karet
vfolume,volume
kbar,kabar
oputranya,putranya
tbulan,bulan
eoggrafis,geografis
werpendapat,berpendapat
wdiumumkan,diumumkan
jmnghadiri,menghadiri
ahmbu,bambu
poenerbangan,penerbangan
rrdisi,tradisi
wqangkasa,angkasa
olumpur,lumpur
lauma,ulama
wqad,ad
wdaging,daging
ymumnya,umumnya
hyerbivora,herbivora
ijuaraan,kejuaraan
qesi,sesi
ioinjaman,pinjaman
hadai,badai
rgesif,agresif
wpmbelajaran,pembelajaran
aspi,sapi
gbersejarah,bersejarah
mjiliter,militer
iotel,hotel
wersekutuan,persekutuan
swuasana,suasana
ekarang,sekarang
histitusi,institusi
dair,hadir
gberbatasan,berbatasan
at,zat
ekbas,bekas
nti,inti
igyakarta,yogyakarta
wengumpulkan,mengumpulkan
tgeranggotakan,beranggotakan
eiperluan,keperluan
weplanggaran,pelanggaran
mjencapai,mencapai
ersonel,personel
gersenjata,bersenjata
erpancis,prancis
yuinggris,inggris
surael,israel
lqun,alun
wrendah,rendah
erpgi,pergi
jri,juri
apis,paris
neambah,menambah
iontu,pintu
abbi,babi
ajrang,jarang
umemakan,memakan
tyujan,hujan
ynia,dunia
flume,volume
ggitu,begitu
kiopi,kopi
qamnga,manga
oati,pati
kasr,kasar
gbrlanjut,berlanjut
ykala,kuala
uirani,ibrani
erumbuh,tumbuh
yurangan,ruangan
